region,title,view_num,danmu,upload_time,up_author,video_url
音乐综合,“网红歌”经过改编，得到官媒认可，配上《觉醒年代》立马泪奔！,1.8万,0,2021-07-08,蘑菇头音乐,www.bilibili.com/video/BV1k44y1q7Rc?from=search
日常,"#觉醒年代#【陈延年,陈乔年】合肥延乔路致敬英雄～建党100周年",1.3万,10,2021-07-01,二皮鬼,www.bilibili.com/video/BV1qy4y1M7cR?from=search
影视剪辑,觉醒年代 | 世炎在法国得知延年兄弟转变信仰,1.1万,0,2021-07-10,讨厌他凯凯,www.bilibili.com/video/BV1rX4y1w74b?from=search
鬼畜调教,【觉醒年代】德潜先生想要豫才先生帮忙,4.1万,72,2021-06-14,欧文丽贝卡,www.bilibili.com/video/BV1RU4y1V7ZH?from=search
影视剪辑,[觉醒年代黄侃个人向]侃子哥也可以很温柔,4.6万,48,2021-06-14,胖胖一只鹅,www.bilibili.com/video/BV14B4y1M7Kr?from=search
影视剪辑,【觉醒年代欢快向|钱玄同黄侃】北大二疯，兄友弟恭。,2.6万,11,2021-06-20,鹿鹿鹿鹿人乙,www.bilibili.com/video/BV1z54y1G7uD?from=search
影视剪辑,【觉醒年代】“延乔路的尽头，是繁华大道”,6.9万,59,2021-05-08,小冯同学今天开心了吗,www.bilibili.com/video/BV1n64y1C7WV?from=search
影视剪辑,【觉醒年代】编辑部的内卷日常,5.4万,29,2021-06-14,蒜香烤鱼儿,www.bilibili.com/video/BV1Cf4y187P9?from=search
影视剪辑,【觉醒年代|军师联盟】曹郭/陈鲁“从建安元年到一九一八。”,5.8万,199,2021-05-14,恶童姜戈,www.bilibili.com/video/BV1Aq4y1n7tV?from=search
影视剪辑,【觉醒年代｜刘师培】北大校花 申叔｜儒雅矜贵病美人｜弱柳扶风林黛玉 ｜唇枪舌战毒舌教授 ｜“文人风骨 君子和而不同”台词向,4.1万,15,2021-06-14,Obliviate-Yolo,www.bilibili.com/video/BV1VQ4y19727?from=search
预告 资讯,【预告】众多革命大剧继《觉醒年代》续写毛陈李三人史诗，打造我党电视宇宙,12.0万,91,2021-05-10,叶雨清影,www.bilibili.com/video/BV1To4y1m77a?from=search
影视剪辑,【觉醒年代丨陈独秀×陈延年】父子俩的脾气一模一样，明明很在乎却总是口是心非,2.0万,26,2021-06-28,等.,www.bilibili.com/video/BV19g411M7B1?from=search
翻唱,【觉醒年代|请笃信一个梦】泪崩!BGM配适度达99.9%!一开口我就破防了!多希望你们能长命百岁啊!百年风华，盛世如愿，致敬先烈！,9966,27,2021-07-05,Azure蔚蓝团,www.bilibili.com/video/BV1Gw411Z7P1?from=search
影视杂谈,【油管纯纯纯评论】台湾人聊《觉醒年代》底下的评论,6.8万,1,2021-06-12,报告兔长官,www.bilibili.com/video/BV1N64y1d7QG?from=search
翻唱,【赤伶x觉醒年代】超燃翻唱!!!“位卑未敢忘忧国，哪怕无人知我”,3.3万,188,2021-06-11,小唐人组合,www.bilibili.com/video/BV1H44y167oG?from=search
美食侦探,觉醒年代同款涮羊肉吃法真的是绝绝子,1.6万,1,2021-07-08,老北京呐,www.bilibili.com/video/BV1eM4y1M7YF?from=search
影视剪辑,觉醒年代||回忆群像剪辑 “如果演员演戏的时候并非本人而是角色短暂的苏醒。”,6.9万,233,2021-04-21,梁亦木,www.bilibili.com/video/BV1Up4y1t7xa?from=search
影视剪辑,【觉醒年代】陈乔年履历首次公开，兄长陈延年的职业赫然写着革命！,4.9万,1,2021-05-27,吃完瓜来磕CP,www.bilibili.com/video/BV13b4y1Z7LK?from=search
影视剪辑,觉醒年代【陈延年、陈乔年】【如果声音不记得】这盛世如你们所愿，没人再敢欺负我们，我们很幸福。谢谢！,2.2万,42,2021-06-25,Serious丶丶,www.bilibili.com/video/BV1Ko4y1C76W?from=search
影视剪辑,【觉醒年代】搞笑篇：俭洁食堂第一天开业，全体赖床，笑死,11.2万,177,2021-05-09,金兰小富贵儿,www.bilibili.com/video/BV1fK4y1R7y2?from=search
影视剪辑,觉醒年代中礼仪时刻,9.0万,12,2021-04-21,田间の雏子,www.bilibili.com/video/BV1e5411c7RW?from=search
影视杂谈,【觉醒年代Re】第三集～敬告青年！燃起来啦！,1.2万,258,2021-07-03,婧婧婧婧婧姐,www.bilibili.com/video/BV1HX4y1P7t2?from=search
影视剪辑,【觉醒年代 | 张晚意 | 陈延年个人向】就借这月光，再与你对望，不管落魄风光，我都为你守望,7.9万,63,2021-05-05,兰珏佩之,www.bilibili.com/video/BV1ZB4y1c7md?from=search
影视剪辑,【觉醒年代|辜鸿铭】看辜鸿铭怎么骂人的,9.4万,18,2021-05-14,嘉嘉最有爱了,www.bilibili.com/video/BV13Q4y1o7RU?from=search
影视剪辑,［觉醒年代］李大钊先生一家吃涮羊肉，一波三折。,8861,4,2021-07-12,巴拉巴拉巴拉巴biu,www.bilibili.com/video/BV1nb4y1k7Jp?from=search
鬼畜调教,【觉醒年代】用魔法催稿的仲甫先生,5.1万,56,2021-06-04,欧文丽贝卡,www.bilibili.com/video/BV1cq4y177PA?from=search
影视杂谈,【觉醒年代】怎样才能拥有像延年乔年这样的哥哥？,14.6万,508,2021-04-08,深眸眼绿484,www.bilibili.com/video/BV1rB4y1P7SZ?from=search
热点,致敬先烈！我们如今的美好生活就是觉醒年代最好的续集！【DV短评】,9920,43,2021-07-01,DV现场,www.bilibili.com/video/BV1y54y1J7XX?from=search
影视剪辑,【觉醒年代】欢快剧场:封  建  大  家  长,8.3万,20,2021-05-02,氟氯溴碘--,www.bilibili.com/video/BV1ap4y147hc?from=search
影视剪辑,【觉醒年代】张丰载这一摔我也就看了一百来遍吧哈哈哈,14.2万,45,2021-04-22,古城小道い,www.bilibili.com/video/BV1Zh411U71Y?from=search
影视剪辑,乔年长大了，终于理解了父亲，化开了心结【觉醒年代】陈独秀出狱...,10.8万,98,2021-04-29,Alice环环,www.bilibili.com/video/BV1HK4y1N7e5?from=search
影视剪辑,【觉醒年代】众所周知，陈独秀是说相声的,12.1万,109,2021-04-17,卿酒酒汐浠,www.bilibili.com/video/BV1e64y1m7Fi?from=search
影视剪辑,"敢爱敢恨&quot;你可以喜欢别人,但不影响我喜欢你&quot;[觉醒年代]易群先X何孟雄，意难平CP不止延年和柳眉",4.2万,38,2021-06-18,Alice环环,www.bilibili.com/video/BV1YU4y157Yx?from=search
短片,觉醒年代 ，胡先生被江冬秀管的服服帖帖的，啧啧  胡适  江冬秀  陈独秀  李大钊    妻管严,10.5万,22,2021-05-19,撅腚得鸭子,www.bilibili.com/video/BV1f64y1C7Ff?from=search
影视剪辑,【觉醒年代|陈延年|张晚意】大背头的延年哥哥也要有怼脸视频!!!,1.6万,19,2021-06-23,无糖百事-sk,www.bilibili.com/video/BV1Z44y1B7jN?from=search
影视剪辑,“你守着国，我守着家”【李大钊x赵纫兰|觉醒年代】,4.6万,63,2021-05-24,有颗小树儿,www.bilibili.com/video/BV1pv411L7nx?from=search
日常,【观学院现场播报】《觉醒年代》专场 编剧大佬，延年，乔年都来了！,9.9万,336,2021-04-27,观学院官方,www.bilibili.com/video/BV1Uv411L7La?from=search
影视剪辑,【觉醒年代】陈独秀抖包袱合集,6.3万,153,2021-05-29,一块饼干i,www.bilibili.com/video/BV1vo4y117CZ?from=search
明星,【花絮】觉醒年代 人物特辑完整版，马少骅谈蔡元培，一气呵成的演讲，一位大家的塑造，拍这个戏很舒服。,8.2万,231,2021-05-19,恋上那阿衍aa,www.bilibili.com/video/BV1b5411u7Wv?from=search
影视剪辑,【觉醒年代】大家再也聚不到一起了   郭心刚•陈延年•陈乔年•赵世炎•邓中夏,4.6万,42,2021-06-04,凌晨之鬼,www.bilibili.com/video/BV1uo4y12736?from=search
影视剪辑,&quot;这是君曼女士给我蒸的包子&quot;...陈独秀父子的搞笑日常[觉醒年代|欢乐向],8.9万,41,2021-05-14,Alice环环,www.bilibili.com/video/BV1g54y1L7Lz?from=search
影视剪辑,卧槽！民国林黛玉有内味儿了！！【觉醒年代】,6.3万,157,2021-05-25,是璐璐欧尼啊,www.bilibili.com/video/BV1Zb4y1o7LW?from=search
明星,撒贝宁预言《觉醒年代》高考押题成功！看过的考生都在窃喜,4.7万,0,2021-06-07,star星视频,www.bilibili.com/video/BV1hv411V7uu?from=search
影视剪辑,找了很多版陈延年被害现场，才看懂了觉醒年代里去留学路上的暗喻。,5.0万,6,2021-06-16,阿鹅是嘤嘤怪,www.bilibili.com/video/BV1Pf4y1h7rj?from=search
人文历史,觉醒年代，如何觉醒,3.6万,60,2021-05-27,南风窗,www.bilibili.com/video/BV1Xb4y1o7Ri?from=search
影视剪辑,【觉醒年代・朱刚日尧】这剧的都火了 他差啥啊！,4.1万,68,2021-06-10,西山月光,www.bilibili.com/video/BV1rh411e7gY?from=search
预告 资讯,【张晚意‖觉醒年代 花絮混剪】愿你以后一切都安好，脚踏实地……,1.7万,17,2021-07-01,微风知晚意,www.bilibili.com/video/BV1tf4y1b7mN?from=search
影视剪辑,【觉醒年代｜鲁迅】就三件事我办:吃东西，写小说，与敌人抗争，别的事我一概都不感兴趣,3.3万,50,2021-06-13,kon则言yye,www.bilibili.com/video/BV1X5411M7nV?from=search
热点,《觉醒年代》名场面“顶流之崛起”，就发生在这里,9276,2,2021-07-04,环球时报,www.bilibili.com/video/BV1h64y1b7Tw?from=search
预告 资讯,【张晚意‖觉醒年代 花絮混剪】愿你以后一切都安好，脚踏实地……,1.7万,17,2021-07-01,微风知晚意,www.bilibili.com/video/BV1tf4y1b7mN?from=search
影视剪辑,【觉醒年代｜鲁迅】就三件事我办:吃东西，写小说，与敌人抗争，别的事我一概都不感兴趣,3.3万,50,2021-06-13,kon则言yye,www.bilibili.com/video/BV1X5411M7nV?from=search
热点,《觉醒年代》名场面“顶流之崛起”，就发生在这里,9276,2,2021-07-04,环球时报,www.bilibili.com/video/BV1h64y1b7Tw?from=search
影视剪辑,觉醒年代:陈独秀经典名场面,13.6万,34,2021-04-09,Bubble小鱼儿,www.bilibili.com/video/BV15K4y1K72L?from=search
影视剪辑,【觉醒年代 陈独秀】一个人要走多久 经历多少牺牲 才能从激进走到保守？,2.0万,13,2021-06-29,x麦片杀手,www.bilibili.com/video/BV1Qo4y1Q7Ec?from=search
明星,【觉醒年代F4直播】哥哥们太爱我了怎么办,5917,3,2021-07-11,冷月花魂3,www.bilibili.com/video/BV14f4y1L7cU?from=search
鬼畜调教,【觉醒年代】我德潜先生就是不服,9.3万,64,2021-05-02,欧文丽贝卡,www.bilibili.com/video/BV1b54y1j7gq?from=search
影视剪辑,【觉醒年代】延炎夏日，乔木成荫（欢乐向）,8.6万,122,2021-05-02,小脆皮和小饼干,www.bilibili.com/video/BV1wf4y1W7bv?from=search
影视剪辑,【觉醒年代｜张晚意｜陈延年台词向】少年的肩上有清风明月和国家担当，挑起时代的脊梁。,6.9万,79,2021-04-26,啵妹9785,www.bilibili.com/video/BV1Mh411m7Rd?from=search
影视剪辑,【觉醒年代】陈延年:封建大家长竟是我自己？,15.3万,16,2021-04-15,古城小道い,www.bilibili.com/video/BV19i4y1w7aW?from=search
明星,2018年觉醒年代 里 于和伟定妆,4.7万,37,2021-06-08,青蛙嘎咕咕咕,www.bilibili.com/video/BV1SV41147Dj?from=search
影视杂谈,【觉醒年代Re】第二集～归国！绝不做局外人！,1.7万,216,2021-06-27,婧婧婧婧婧姐,www.bilibili.com/video/BV1j64y197We?from=search
影视剪辑,三刷觉醒年代 突然发现延年在看到柳眉去照顾老爷爷生意时笑了一下  小磕小磕,4.4万,2,2021-06-18,前胸如后背丫,www.bilibili.com/video/BV1LM4y1u7N2?from=search
绘画,历史课一抬头天空出现“鲁迅”是一种什么体验？【觉醒年代yyds】,3398,9,2021-07-11,蹦蹦是天才呐,www.bilibili.com/video/BV1Jf4y1L7hP?from=search
影视剪辑,觉醒年代:民国好媳妇，高君曼，却嫁给了姐夫，陈独秀,15.9万,7,2021-04-09,Bubble小鱼儿,www.bilibili.com/video/BV1jX4y137sU?from=search
影视剪辑,【觉醒年代】火了陈独秀，那他结局又如何,7.7万,50,2021-05-22,成年之前,www.bilibili.com/video/BV1f5411u7jN?from=search
影视剪辑,觉醒年代  辜鸿铭：胡适之你的英语是下等人的英语！我说的才是正宗的伦敦腔！胡适：先生说得对但我每个月比你多争20银元你说气人不气人！,8.3万,137,2021-05-24,我是韩亮韩先生,www.bilibili.com/video/BV1gA41137vX?from=search
影视剪辑,【觉醒年代】辜鸿铭| 我吹爆这个可爱的老头子,9.4万,350,2021-05-04,海瑟薇泗泗,www.bilibili.com/video/BV1mA41137YJ?from=search
影视剪辑,【觉醒年代】偶像剧男主的宠溺笑跟这比，我觉得输了。,5.9万,7,2021-05-27,崔韩率是我老婆,www.bilibili.com/video/BV1Rv411G7e1?from=search
影视剪辑,【觉醒年代】“陈独秀先生带来的，高君曼女士蒸的”,6.5万,41,2021-06-01,陈大佬吖,www.bilibili.com/video/BV1rv411V75U?from=search
校园学习,把《觉醒年代》里的经典台词写进作文很加分,10.0万,9,2021-04-30,严冬硬笔手写,www.bilibili.com/video/BV1hf4y1p72X?from=search
影视剪辑,《觉醒年代》  北大众教授送别陈独秀   （太好哭了）,7.8万,56,2021-05-24,老吴碎碎念,www.bilibili.com/video/BV1854y1V7cb?from=search
影视剪辑,【觉醒年代】我拥过你拥过的晚风|小提琴版,2.4万,59,2021-06-16,秦巴少年_,www.bilibili.com/video/BV1wM4y1u7vL?from=search
预告 资讯,【刘琳】——《觉醒年代》幕后花絮,21.5万,199,2021-02-16,金沙江畔1,www.bilibili.com/video/BV1aK4y1Q7Ju?from=search
鬼畜调教,【觉醒年代】我季刚先生也不服（文明对线）,8.3万,67,2021-05-04,欧文丽贝卡,www.bilibili.com/video/BV1PK4y1d7hs?from=search
影视剪辑,【觉醒年代】延年乔年：论好哥哥的自我修养,14.3万,246,2021-03-22,捷鸣君_jmj,www.bilibili.com/video/BV1zh411Q7gB?from=search
影视杂谈,台湾人聊《觉醒年代》：原来台湾人也不喜欢胡适！,6.0万,27,2021-06-08,报告兔长官,www.bilibili.com/video/BV1vb4y1d7Ln?from=search
短片,《觉醒年代》陈独秀入狱......,4.3万,26,2021-06-09,剪辑的双鱼儿,www.bilibili.com/video/BV1Bv411p7PD?from=search
影视剪辑,【觉醒年代青年爱情组】原来‘民国爱情十有九悲’是真的！,5.6万,51,2021-05-26,木三川圣,www.bilibili.com/video/BV16N411Z7sE?from=search
影视剪辑,“皆是我曾途径路，不过两鬓雪与霜”||觉醒年代陈独秀·让酒个人向·于和伟,4223,15,2021-07-09,爱穿袜子的猫,www.bilibili.com/video/BV1wU4y137MA?from=search
影视剪辑,【觉醒年代】陈独秀：又是父子互斗的一天，无语啊！高君曼：你就是死鸭子嘴硬！,9.3万,282,2021-05-09,金兰小富贵儿,www.bilibili.com/video/BV1sU4y1t7bQ?from=search
影视剪辑,觉醒年代：什么样的国家，能够让一个人一夜白头？,2.1万,2,2021-06-14,吃着泡面看歌剧,www.bilibili.com/video/BV1mB4y1M7vB?from=search
明星,【20210508】面对面专访《觉醒年代》主创人员-张晚意Part,8.1万,226,2021-05-10,IceHockey940422,www.bilibili.com/video/BV1Z54y157tL?from=search
影视剪辑,【觉醒年代】鲁迅：我就要和他林琴南一决高低！,9.1万,211,2021-05-09,金兰小富贵儿,www.bilibili.com/video/BV1y64y127ip?from=search
影视剪辑,【觉醒年代】陈延年 陈乔年‖少年中国说,6.7万,65,2021-04-20,-Kaylor--,www.bilibili.com/video/BV1sA411V78P?from=search
影视剪辑,觉醒年代:最让人惊艳的两个人物出场 教员和鲁迅先生,11.6万,300,2021-04-05,小糖人la,www.bilibili.com/video/BV1qK411w7wH?from=search
影视剪辑,【觉醒年代 | 邓中夏】他也是一位夏若繁花的少年呐！！,5.5万,53,2021-05-10,崔金李,www.bilibili.com/video/BV1gV411E7C4?from=search
影视剪辑,【觉醒年代】 看来大家都挺喜欢乔年的小奶音哈哈哈哈,4.4万,1,2021-06-10,今天来帅哥了吗,www.bilibili.com/video/BV13U4y157hE?from=search
影视剪辑,【觉醒年代 09】 完美诠释了男女出门的区别,11.0万,9,2021-04-25,朝时观雨,www.bilibili.com/video/BV1ey4y1s72H?from=search
明星,【觉醒年代导演再谈陈延年选角】天给的那束光，是延年选了晚意,1.9万,4,2021-07-02,张晚意输出机,www.bilibili.com/video/BV1XX4y1c79t?from=search
影视剪辑,【觉醒年代】全B站贪恋申叔美貌的人 联合起来！！！,5.5万,152,2021-05-13,muse-v,www.bilibili.com/video/BV1rN411o7pG?from=search
人文历史,《觉醒年代》中的重大误区：黄侃怎么会和辜鸿铭、林纾搞在一起？,13.9万,44,2021-04-11,达摩说,www.bilibili.com/video/BV16Z4y1c794?from=search
翻唱,【觉醒年代 x《光的方向》翻唱】副歌一嗓子出来全程鸡皮疙瘩！社会主义绝不辜负中国！这盛世如您所愿！,1.2万,31,2021-07-01,ErrorX音乐站,www.bilibili.com/video/BV1bf4y1b7Dj?from=search
影视剪辑,【觉醒年代 | 世炎】在你我的学生时代，都会有一位像世炎一样的学长吧,5.3万,28,2021-05-01,崔金李,www.bilibili.com/video/BV1H64y1U7nK?from=search
野生技能协会,"【PR教程】觉醒年代版的定格节拍卡点,有多绝？",1881,0,2021-07-14,PR教程-,www.bilibili.com/video/BV1qV411H7Lg?from=search
影视剪辑,【觉醒年代 | 少年中国说】“ 少年自有少年狂，身似山河挺脊梁。”,8.6万,31,2021-04-20,-十七日尾-,www.bilibili.com/video/BV1dK411F7vK?from=search
社会,一秒穿越！带你进入“觉醒年代”,1.3万,0,2021-06-29,新华社快看,www.bilibili.com/video/BV14g411u7Jv?from=search
影视剪辑,【觉醒年代】真的有人为了家国恨一夜白头。郭心刚与白兰又一对革命伴侣，致敬！,8.2万,62,2021-05-11,金兰小富贵儿,www.bilibili.com/video/BV1gQ4y1o7wm?from=search
预告 资讯,【觉醒年代】理想照耀中国导演：这拍得多好，我说心里话，这不是一跑道好吗？我写的是诗，它是长篇小说,5.5万,113,2021-06-08,顿顿都小心,www.bilibili.com/video/BV1AB4y1M71u?from=search
影视剪辑,【觉醒年代｜BG群像】不老梦｜于万人中万幸得以相逢,9988,68,2021-06-27,白十五Jr,www.bilibili.com/video/BV1QB4y1K7YG?from=search
影视剪辑,【觉醒年代】我居然被一个鸽子感动到了！,7.9万,62,2021-05-16,金兰小富贵儿,www.bilibili.com/video/BV1Qq4y177ZX?from=search
影视剪辑,[觉醒年代|章士钊]谦谦君子，不外如是(行严先生个人向),4433,5,2021-07-11,胖胖一只鹅,www.bilibili.com/video/BV1po4y1X7vy?from=search
影视剪辑,【觉醒年代】 真  ·  乱  世  巨  星,1.3万,85,2021-06-21,小朱好,www.bilibili.com/video/BV1eM4y1u7yB?from=search
影视剪辑,陈延年 ：爸，你认真的？[觉醒年代],3.9万,2,2021-06-06,哭唧唧的小疯狗,www.bilibili.com/video/BV1M44y167gK?from=search
明星,觉醒年代yyds！冲浪少女郑合惠子爱看晋江霸总文？不花钱的都不看哈哈！,4.5万,43,2021-06-06,小婉littlebowl,www.bilibili.com/video/BV1Dh411Y7TY?from=search
影视剪辑,【觉醒年代】绝世小可爱乔年的眼睛像繁星,1.5万,7,2021-06-21,怀抱希望呀,www.bilibili.com/video/BV1Ny4y1g7F5?from=search
热点,“《觉醒年代》有续集吗？我们现在的幸福生活就是续集！”,6.9万,34,2021-04-26,中国青年报,www.bilibili.com/video/BV19A411V7nZ?from=search
社会,新青年帆布袋、陈独秀人物徽章……觉醒年代系列文创火了,3.0万,47,2021-05-30,北京日报客户端,www.bilibili.com/video/BV1zh411Y7yB?from=search
日常,《觉醒年代》摘录第四弹！｜钢笔声控·笔触音助眠·治愈系列,1192,1,2021-07-14,今天不吃炒酸奶,www.bilibili.com/video/BV1gP4y147t1?from=search
影视剪辑,【觉醒年代】延年乔年欢乐向剪辑（没有刀!）,7.4万,166,2021-04-24,皖旖,www.bilibili.com/video/BV1Yh411S7nJ?from=search
热点,《觉醒年代》“续集”来了？看“南陈北李”走进北大带你解读新青年！,6.4万,144,2021-05-05,中国青年报,www.bilibili.com/video/BV1854y157MH?from=search
手工,《觉醒年代》｜手写声控｜“透亮且暖”的橙色｜白噪音｜笔触音｜助眠解压,8268,9,2021-07-05,甜IAN7,www.bilibili.com/video/BV1o54y1J7Er?from=search
影视剪辑,【百万填词】觉醒年代版《海底》“来时少年身，归去英雄魂”,1.1万,23,2021-06-28,大概是王大可吧,www.bilibili.com/video/BV1tv411W71S?from=search
影视剪辑,小可爱陈乔年:哼!鸡没打鸣害我晚起...[觉醒年代|欢乐向]工读食堂开业第一天,7.7万,35,2021-05-07,Alice环环,www.bilibili.com/video/BV1yp4y147EK?from=search
影视剪辑,[觉醒年代]|高燃|知不可为而为之，虽千万人吾往矣,5.8万,66,2021-05-04,你是无意弄堂风,www.bilibili.com/video/BV1Lv411j71L?from=search
影视剪辑,【觉醒年代群像||百战成诗‖建党百年献礼】“以笔为刃，这是文人的战场。”,1.3万,32,2021-06-26,En米米妮,www.bilibili.com/video/BV1Kb4y1C76S?from=search
日常,经典顺滑！宝特瓶我能用一辈子！🙈/手写声控/《觉醒年代》第三弹！,8250,3,2021-07-07,今天不吃炒酸奶,www.bilibili.com/video/BV19q4y1p7E9?from=search
影视剪辑,万疆觉醒年代张晚意世人皆知陈独秀，不知两子亦是人间龙....,3607,2,2021-07-10,玥玥电视小剧场,www.bilibili.com/video/BV1Ko4y1X7eS?from=search
热点,思政课神还原《觉醒年代》！延年、乔年“梦幻联动”！,6.6万,82,2021-04-26,中国青年报,www.bilibili.com/video/BV14Z4y1F7X7?from=search
影视剪辑,【觉醒年代】“我们中国人就应该像畜生一样任人宰割吗？”,5.4万,61,2021-05-07,挽豆荚,www.bilibili.com/video/BV1UA411376r?from=search
日常,【林俊毅||日常】小林带你打卡觉醒年代同款路线,2.2万,98,2021-06-19,林俊毅-Jonny宣传安利菌,www.bilibili.com/video/BV1iq4y1L7Ak?from=search
影视剪辑,【觉醒年代】可爱CUT：我愿称之为最拽辞职，蔡校长和鲁迅先生都太可爱了~~~,3.8万,9,2021-06-08,今天看哈么,www.bilibili.com/video/BV1ig411G7A6?from=search
校园学习,【作文素材】《觉醒年代》中的十大作文金句,3.2万,0,2021-06-12,作文素材积累库,www.bilibili.com/video/BV1q5411K77g?from=search
影视剪辑,【觉醒年代】陈延年×陈乔年,4637,1,2021-07-04,燕燕的小仓库,www.bilibili.com/video/BV18h411h74p?from=search
影视剪辑,【觉醒年代】赵世炎到陈独秀家蹭吃，并带来两个坏消息.,4.1万,7,2021-06-09,深海婆婆,www.bilibili.com/video/BV1zy4y1u7ZX?from=search
影视杂谈,【快评24】香蕉人胡适：藏不住的政客（觉醒年代）,10.3万,1093,2021-03-25,一如应,www.bilibili.com/video/BV1dh411S7Jv?from=search
影视剪辑,【觉醒年代】觉醒年代的每一个细节都让我叹服，这是文人的风骨，更是中国的风骨,3.4万,1,2021-05-24,空尘剪辑馆,www.bilibili.com/video/BV1WB4y1u78C?from=search
影视剪辑,觉醒年代陈独秀丨这苦是我自找的 我情愿的 只是 把你们连累了！,4429,5,2021-07-12,能说会道的丫头片子,www.bilibili.com/video/BV1AV411s7PF?from=search
影视剪辑,《觉醒年代》后 新剧《光荣与梦想》他们又同框了,6.1万,85,2021-05-26,洪少侠的时长老,www.bilibili.com/video/BV1KA41137hC?from=search
影视剪辑,【觉醒年代|陈独秀】“生逢乱世，仍有人心向光明”,5827,15,2021-07-06,宿世常安,www.bilibili.com/video/BV1ch411a7LQ?from=search
短片·手书·配音,【觉醒年代】刘师培‖I AM THE MAN,1.1万,15,2021-06-24,z仔今天画画了吗,www.bilibili.com/video/BV1xf4y1t7VW?from=search
影视剪辑,“热爱105℃的侃侃”doge【觉醒年代/黄侃个人】,2.5万,43,2021-06-16,-时闻折竹声-,www.bilibili.com/video/BV1hX4y1A7sh?from=search
影视剪辑,【觉醒年代】于和伟×周显欣,2.1万,1,2021-06-16,燕燕的小仓库,www.bilibili.com/video/BV1AM4y1u7aw?from=search
明星,觉醒年代搞笑名场面，革命先烈也这么可爱，给我笑趴了,2.7万,11,2021-06-19,慕色梦境,www.bilibili.com/video/BV1Xb4y1d73T?from=search
影视剪辑,觉醒年代小细节，泥泞路，砖头，三人行,5457,1,2021-07-11,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1GB4y1N7J8?from=search
影视剪辑,【觉醒年代】辜汤生    辜鸿铭  见别人vs见蔡先生,2.5万,5,2021-06-24,兔子DAYTOY28,www.bilibili.com/video/BV1Qg411M7VQ?from=search
影视剪辑,【张晚意｜觉醒年代】可爱沙雕的延年,7.1万,36,2021-04-21,栖洲z,www.bilibili.com/video/BV1a5411c7Ae?from=search
影视剪辑,【觉醒年代·光的方向 】从前没有路 都是他们走出来的,1.3万,81,2021-06-26,KeHH,www.bilibili.com/video/BV11o4y1k7QY?from=search
明星,林俊毅打篮球vlog【觉醒年代赵世炎扮演者林俊毅】,6.3万,97,2021-05-15,猪猪要勇敢,www.bilibili.com/video/BV1zK4y1d7xv?from=search
影视剪辑,觉醒年代细节，辜鸿铭漱口,6442,0,2021-07-11,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV16y4y1K7vt?from=search
影视剪辑,【觉醒年代】辞职的五种姿势,5.5万,26,2021-05-21,一块饼干i,www.bilibili.com/video/BV1tB4y1F7fG?from=search
影视剪辑,【觉醒年代‖刘师培个人】美人就要配苏幕遮‖彼其之子，美如玉,7.5万,87,2021-04-17,霍家小小小涵儿,www.bilibili.com/video/BV1pf4y1s7v4?from=search
影视剪辑,【觉醒年代/群像】只要我剪的够欢乐  刀子就追不上我,4.3万,28,2021-05-06,想做老易的心上人,www.bilibili.com/video/BV1b84y1c7Vp?from=search
影视剪辑,【觉醒年代|辜鸿铭x蔡元培】谁敢动我蔡公？不能够！追星反黑一把手,2.8万,31,2021-06-11,异旅柠檬,www.bilibili.com/video/BV1YV41147R5?from=search
影视剪辑,【延乔】|“我真是很想他啊”|四部影视作品中的陈延年陈乔年|《觉醒年代》《我们的法兰西岁月》《M Z D》《寻路》|混剪|,1.6万,37,2021-06-24,-杰里杰气-,www.bilibili.com/video/BV17b4y1C7Kp?from=search
影视剪辑,【觉醒年代｜鲁迅】先生每一次的笑容都让我很心动,1.2万,9,2021-06-19,鬼市路人甲,www.bilibili.com/video/BV1U5411K7ts?from=search
影视剪辑,【觉醒年代丨高燃向】今日的繁华他们一定看到了吧,2.4万,65,2021-06-05,二创君,www.bilibili.com/video/BV1Zo4y1C7RS?from=search
影视剪辑,纪•陈延年就义94周年 | 觉醒年代&我们的法兰西岁月 | 张晚意&张风 | 请笃信一个梦,7286,23,2021-07-04,-不恰柠檬-,www.bilibili.com/video/BV1Pw411Z7Jc?from=search
影视剪辑,【觉醒年代】选角有多绝？仿佛从历史中走来,4.7万,0,2021-06-03,嗯嗯怪很奇怪,www.bilibili.com/video/BV14K4y1V7At?from=search
影视剪辑,觉 醒 年 代 | 原来老师让我们在课本上勾画的重点，却是他们的一生...,4.7万,12,2021-05-09,秦大仙儿JL,www.bilibili.com/video/BV1UK4y1R7DY?from=search
影视剪辑,【觉醒年代】陈延年:又是宠傻弟弟的一天我:又是羡慕有哥哥的人的一天(●—●)我不配,3.5万,5,2021-05-19,烟妖mimi,www.bilibili.com/video/BV1p44y1r7Cq?from=search
影视剪辑,盘点觉醒年代小细节，火锅 你们要的陈独秀火锅蘸料！在视频里了！,1.2万,1,2021-07-06,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV15q4y1x7Hf?from=search
影视剪辑,【觉醒年代｜陈延年】“鲜血黏稠，热血正滚烫”,1.9万,7,2021-06-03,限量发行小甜饼,www.bilibili.com/video/BV12U4y1L7H9?from=search
