,comments
2044,刘皇叔
2045,泪目
2046,粉墨登场
2047,全体起立
2048,山川异域，不共戴天
2049,这是旧社会 别用现在道德思想考论它啊
2050,真像啊
2051,牛啊
2052,你们这么容易被拱火是不行的
2053,牧之
2054,太暴力了
2055,fgnb
2056,有志气
2057,电影的质感
2058,yyds
2059,fgnb
2060,你骂谁？
2061,全体起立
2062,演技太牛了
2063,别骂了
2064,全体起立
2065,帅哥你谁
2066,旅长？
2067,秀
2068,天神降临
2069,李大钉
2070,对不起
2071,别骂了
2072,b站现状，一群小鬼总是觉得自己站在道德制高点，说话基本不经过脑子
2073,又要吃饭又要看弹幕还要看视频 根本来不及
2074,别骂了别骂了
2075,再用少数人代表多数人？
2076,张丰载才是真正的小人
2077,不，我们现在只会yygq
2078,800t。。。。。
2079,立场的结果就是，直接举报……
2080,不打不相识
2081,有些杠精就是如此
2082,天啊
2083,真特么气氛
2084,演技爆表
2085,哈哈哈
2086,其实我姥姥奶奶家也是这样没馍。
2087,大刀向鬼子们的头上砍去
2088,感动
2089,不容易
2090,致敬
2091,哈哈哈哈哈哈哈哈哈
2092,马上考
2093,高考作文呀
2094,开始哭了
2095,？？？？
2096,？？？
2097,男神来了
2098,男神！！！
2099,好帅
2100,像啊
2101,全体起立
2102,感动
2103,你直接开口让我们改姓算了
2104,全体起立！
2105,没错
2106,我辈当自强，思想的自立，行动上的自觉，如不想当韭菜，新时代也需要觉醒！
2107,日本人那时候什么都干的出来
2108,扫地恐伤蝼蚁命，爱惜飞蛾纱罩灯，与其说是佛家的慈悲，不如说是对生命的敬畏！
2109,李亦联，字五尺
2110,草
2111,敬礼！！！
2112,泪目
2113,呜呜呜别骂了，
2114,张丰载就不是个东西
2115,对什么对！
2116,老先生！！
2117,冲鸭！！！
2118,43万了
2119,旧思想是敌人
2120,刘备是你吗？
2121,骂得好
2122,说的好，确实
2123,伟大领袖
2124,虎狗
2125,青年杂志
2126,你们委屈，但是没有价值。
2127,延年乔年
2128,哈哈哈哈
2129,记住，他们只是推广白话文，不是否认传统文化，不要因噎废食
2130,真的好看
2131,礼义廉  无耻
2132,致敬！！！！
2133,高考考文言文是为了让你不忘记历史，不忘记自己文化精华，不是为了让你读糟粕
2134,可恶别骂了
2135,求bgm
2136,能不能不提别的剧，不玩梗
2137,是时代在吃人
2138,人傻钱多
2139,fgnb
2140,天呐
2141,男神！！！！！
2142,爱国和爱政府两个概念
2143,哎
2144,现在每个人都只想表达观点，拒绝沟通交流
2145,和尚
2146,牛
2147,把这些日本鬼子扔进海里喂鱼去！
2148,fgnb
2149,来了
2150,太像啦
2151,张鼎张子美
2152,全体起立
2153,全体起立
2154,尤字近似犬，艺术是骂他是狗
2155,全体起立
2156,泪目
2157,丧权辱国！
2158,美国人来了
2159,太燃了吧
2160,传统异能啦
2161,人民万岁
2162,全体起立
2163,哈哈哈
2164,潮州人想骂人
2165,啊，好难过，陈也是难过的吧，又难过又欣慰
2166,只是拿不定
2167,太有钱了吧
2168,别骂了
2169,为了国，我愿意放弃家
2170,阿译。
2171,？？？？？
2172,稳
2173,奉孝！
2174,全体起立
2175,解说声音还是语速，总觉得怪怪的
2176,章士钊可惜了
2177,骂得好
2178,肝
2179,哈哈哈哈
2180,哈哈哈哈
2181,别骂了
2182,fgnb是啥
2183,滚滚滚恶心
2184,李佳航？
2185,新青年
2186,？？？
2187,觉醒年代yyds
2188,哈哈哈哈哈哈嗝
2189,没死
2190,牛逼
2191,陈海
2192,全体起立
2193,别骂了
2194,来了！！！
2195,哭了
2196,3+
2197,包月会员
2198,全体起立。
2199,w
2200,真的有一群人是可以用一生来追求真理的
2201,双簧
2202,说得好
2203,我哭裂开了
2204,唉
2205,nb！
2206,安徽人表示有这个？？？
2207,hhhhhh
2208,不差钱
2209,捆绑
2210,吹胡适的，先了解低调俱乐部再来装x
2211,鞠躬然后自尽吧，日本传统
2212,朱门酒肉臭路有冻死骨
2213,《普通》
2214,高考还愿来了
2215,我检讨
2216,理想
2217,真2021高考考点
2218,确实还是孩子气
2219,做到了
2220,神仙的年代
2221,这不是刘备的台词？
2222,全体起立
2223,包月
2224,起立起立！！！
2225,安徽马鞍山前来报道！！
2226,八极吧。
2227,高考作文！
2228,泪目
2229,家国不能两全
2230,敬礼！！！
2231,男神！！！
2232,我等他回来
2233,泪目啊
2234,君曼女士
2235,哇哦
2236,购买dlc
2237,翻天覆地的其实也就能读书看报的一群人不
2238,哈哈哈哈哈
2239,犀利哥好早啦
2240,觉醒年代（）
2241,ohhhhhhhhh
2242,应该说湖南方言啊。。。
2243,全体起立！
2244,追求数据并不可耻 因为我们生活在这个年代
2245,躬匠精神
2246,应该是理想可以大声说出来，可以被讨论，可以不被嘲笑吧
2247,说得好
2248,安徽人表示第一次听到这个菜名
2249,？？？
2250,哭？
2251,伟人来了
2252,帅哥你谁？
2253,秣兵历马
2254,dlc啊
2255,感动
2256,这位电视剧的导演锁导演的军师联盟也很不错！
2257,别骂了别骂了是我自己呜呜呜呜呜呜呜
2258,全体注意
2259,如果在那个年代的话我可能也会认同他，不符合国情的
2260,这个乞丐太秀了
2261,曹贼，纳命来~
2262,偶像偶像偶像
2263,碎，吐，万
2264,致敬
2265,现在可能看起来有XX，当在当时是合适的
2266,没空全看一遍，还是来看木鱼的吧
2267,好
2268,能打豆豆炒股也是因为他们曾经来过啊
2269,成千上万的人的一生，能为我们密密麻麻的考点。
2270,那位
2271,呵呵
2272,不要以上帝视角观看历史
2273,没有实力，签与不签能有多大区别
2274,想哭
2275,格局
2276,这一段不知道为啥看的有点尬
2277,你们有资格说他吗？
2278,是一大群人
2279,致敬
2280,起立
2281,想屁？
2282,隐形守护者出现过
2283,无耻
2284,敬礼
2285,好!!!!
2286,致敬
2287,真的好看，强推
2288,后面好像没还
2289,全体起立
2290,当时的人是无助的 没有借鉴的 迷茫彷徨的
2291,刘半农是我们的法兰西岁月里的延年  哈哈哈
2292,我想你了先生，当今的盛世如你们所愿
2293,骂得好
2294,你没有见过中国的历史，不知道时间的力量
2295,1
2296,全体起立
2297,接近现在的40000块钱
2298,好像张译
2299,致敬
2300,害
2301,委屈的都是所有百姓，国家的问题罢了
2302,曹曦文？
2303,可是，孩子的时候，谁能这么轻易的理解父亲的不易呢，在孩子的眼里，终究是父亲自私，上帝视角才知道父亲对国家的无私啊
2304,这是船啊。这船比现在的三等舱可好多了。
2305,该骂！！
2306,男神啊！
2307,强
2308,无耻
2309,天降伟人
2310,要哭了啊
2311,全局最恶心张丰载
2312,青年杂志
2313,世纪伟人
2314,他来了
2315,卖掉股票吧
2316,唉
2317,！！
2318,确实该反省自己
2319,小比崽子不懂事儿
2320,没有目标   迷惘   还要坚定的找答案   在我们的上帝视角 他们是成功了    但是在当时的情况等于都去送死
2321,起来
2322,前面那个@唐僧的少引战
2323,是的
2324,全体起立
2325,哈哈哈哈哈
2326,哈哈哈哈哈
2327,"记住这个荷叶黄牛蹄,后面要考的"
2328,骂得好！！！我很惭愧！
2329,帅
2330,致敬先烈！
2331,切克闹
2332,果然是周乙刘备
2333,泪目
2334,致敬！
2335,爱国和爱党是一体的哦
2336,=1、
2337,？
2338,来了
2339,躬酱精神
2340,别提人性的弱点 不是那个作者
2341,男神
2342,他来了
2343,？？？
2344,是我也买
2345,ohhhhhhh
2346,中国万岁！！
2347,好尼玛的家伙  都尼码什么玩意屏蔽了
2348,文化人骂人果然非同一般
2349,陈先生千古
2350,忽悠
2351,新青年
2352,哈哈哈哈哈
2353,男神！
2354,抖音直呼内行
2355,我哭了
2356,鼓吹用的不对吧
2357,是刘备吗
2358,我叫陈延海 咋感觉在叫我呢
2359,莉
2360,我们的光
2361,暴力
2362,詹姆斯
2363,男神啊
2364,开了小部分
2365,现在也一样
2366,伟人是看的比普通人更远，走在更前面的一群人
2367,哈哈 兄弟们有托！
2368,全体起立
2369,就这就这
2370,他来了
2371,他是太阳
2372,枣庄
2373,真哭了
2374,永远滴神
2375,敬礼！！
2376,全体起立
2377,致敬
2378,和尚？
2379,不回来就对了，回来被抓更连累家人
2380,全体起立
2381,我的心是冰冰的
2382,给老子飞
2383,这群学生还救个屁啊
2384,有一说一，确实
2385,滚
2386,哭了
2387,走向共和只是比较客观，并没有历史虚无主义吧
2388,1.
2389,我反倒觉得孩子有骨气有血性，孩子不成熟看不清局势那也不怪他们，他们还是有分寸知黑白的
2390,张丰载是真的小人
2391,关弹幕食用更佳  总有一两个张丰栽跳脚看着难受
2392,乞儿饿殍
2393,姐妹俩都不放过，果然秀
2394,骂得好
2395,键盘侠
2396,来了
2397,不可取
2398,就是这个时期第一次用兵....
2399,好
2400,全体起立
2401,不然我们为什么有好日子？
2402,天降伟人
2403,屁股决定脑袋
2404,别说，光看剧，我这个历史渣读懂得少，看解说就好很多
2405,没错
2406,是的
2407,让我想到 天行九歌 韩非那一幕
2408,23332
2409,2333
2410,觉醒年代亏本啦！真是搞不懂-_-||
2411,南陈北李就怎么来的
2412,不行了
2413,特么的真敢说啊
2414,"不必时时怀念我,也不要指望我回来,我离开以后,你们就是我"
2415,我走
2416,和尚，你咋拿鼻孔看人
2417,无耻啊
2418,起立
2419,延乔啊，我的延乔啊
2420,.3
2421,这部剧是我多年以后开始看电视剧，没快进，
2422,起立
2423,请各位好好思考一下过去年代，以及过去的伟人，他们靠什么我们才有了今天?不可盲目比较阿。
2424,三刷
2425,9.7了！泪目！
2426,这不是和尚吗
2427,起立！
2428,泪目
2429,托
2430,觉醒年代yyds
2431,啊
2432,？？？
2433,骂的好
2434,来了
2435,等等看
2436,现在都是丧文化 反而是认真努力的人被嘲笑了 真可悲
2437,以前我很不喜欢近代史，但是看了这个我改观了
2438,现在政治问题怎么辩论
2439,小栓，唉
2440,喝
2441,来了来了
2442,伟人登场
2443,现在河南卫视就有
2444,南昌人表示想砍了日本
2445,骂得好！
2446,男神
2447,所以现在中国依然需要《新青年》
2448,男神
2449,起立起立
2450,万岁
2451,↓你是说《人性的弱点》的作者没本事吗？读过原著吗？
2452,无耻
2453,舒服了
2454,骂得好！
2455,也可以叫仁义道
2456,近代史看着太难受了
2457,？
2458,bgm 是华胥引的十三月
2459,鸡皮疙瘩起来了
2460,滚
2461,感谢up
2462,男神啊
2463,别骂了，我错了
2464,别骂了
2465,岛国忘我之心不灭
2466,9.3太少了吧
2467,法国南部！
2468,牛逼
2469,吹毛求个疵，应该是读未遂(去声)吧？
2470,刘备啊
2471,指囷相赠
2472,托儿
2473,i偶然九二克日给个i让珀尔ui富可敌国i
2474,胡适没有文人的风骨
2475,演的历史也就那么几年，后面太黑暗了
2476,？
2477,太伟大了 敢于做思想启蒙改变民众思想的ren
2478,演员真得演得太好了，想哭啊
2479,几次都有蚂蚁这个情景
2480,呜呜呜呜
2481,冯组长
2482,致敬
2483,现在的北京大学。。。
2484,草好帅
2485,骂得好
2486,+
2487,80度角都没有，差评
2488,致敬英雄
2489,日本二十一条
2490,好
2491,男神
2492,说孩子的，在座的各位可能还做不到他们那么好
2493,敬礼
2494,v
2495,呜呜呜呜它来了！《新青年》来了！！
2496,那俩其实也想帮忙 买字是假 给钱是真
2497,成大事之人要抛弃一些重要的事物的
2498,起立
2499,没有弹幕吗
2500,刚看完原片来看解说了
2501,不能空喊口号！你们的初心呢
2502,我觉得现实还会更惨
2503,记住一点，不要拿着现在的思想看待当时的不合理，那时一夫多妻很正常
2504,托
2505,哎可惜最后还是分开了
2506,有时候在单位里被逼的不得不认同某些人的观点
2507,致敬！
2508,他来了
2509,着实惭愧
2510,那个时候他们也不知道他们正在改变历史
2511,气死老子
2512,杀疯了
2513,现在有搞这样的吗？？？
2514,鸡皮疙瘩起来了
2515,这里还有一段剪头发的戏没有了
2516,国足啊。。。
2517,法兰西岁月拍的是还行，但是很多史实性错误太严重，都不是错误了就是胡编乱造
2518,?????
2519,他来了
2520,刘备
2521,全体起立
2522,不是格局小，立场不一样，看事情的角度不一样，各自经历的事情也都不一样
2523,泪目
2524,泪目
2525,我们想您了
2526,师爷
2527,近代史就是中国屈辱史 清朝罪魁祸首
2528,无耻矣
2529,2021高考作文
2530,上海理工大学表示这场景很熟……
2531,不剧透好评！我正好还只看到第七集
2532,哥哥干什么乔年都跟着，没有哥哥的那一年他是怎么过下去的，他又是怀着什么样的心情慷慨赴死的......
2533,致敬，，
2534,全体起立
2535,不亏死你
2536,觉醒年代yyds
2537,牛啊
2538,乱世必然不能全顾
2539,40万了
2540,汪没问题，有问题的是胡适跟吴
2541,我求求你们了，不是只有爱情是情。不要只会盯着这个
2542,为啥要留胡子啊，显老
2543,高富帅
2544,推荐三哥看的剧
2545,感动到不行！没有先烈，就没有现在的我们！
2546,骂的好啊
2547,是的
2548,YYDS
2549,日本传统艺能
2550,二十一条 是我 我想到 气也不打一处来
2551,你以为你仅仅是在看觉醒年代实际上是在看后面几年的高考作文
2552,放在现代有多少个人是把水倒掉或者把蚂蚁碾死的
2553,托儿
2554,说湖南方言你听得懂？
2555,talaile
2556,弹幕护体
2557,饥饿营销？2333
2558,然而7成人是文盲
2559,？
2560,现在都没开呢
2561,成千上万人的一生，成为密密麻麻的考点。
2562,和尚，你TN的粘个胡子装什么文化人
2563,新中国的领军
2564,安徽人路过
2565,好好吃你们的瓜，别捣乱！
2566,默默默默
2567,默默默默默
2568,这剧还是过于美化了，现实肯定比这还惨。。
2569,那只是某些没文化的人而已，但凡想了解自己国家的文化都知道
2570,都看下年代，那个时候女人还没什么社会地位
2571,必须是yyds
2572,？？
2573,俺也一样
2574,阿这，但是马原课上不是这么教的啊
2575,太暴力啦，全部续上
2576,是啊
2577,俺也一样
2578,然后就有了广播体操
2579,必入国剧神龛
2580,健壮的 而非体弱的
2581,楼上牛哇
2582,骂的好.
2583,贼好看
2584,锰男
2585,李鸿章？真小人！
2586,胡适对新文化运动是有很大贡献的 这些不能被他后来的所作所为所覆盖 功过要分开
2587,?
2588,先看
2589,三倍体无籽西瓜
2590,乔年真的可爱
2591,你再骂！(真切
2592,伟人出场
2593,礼义廉，无耻
2594,111
2595,我以崇高的敬意向你致敬先生你的学生
2596,无耻
2597,中国历史  时间的力量 ！！！
2598,“你没有见过美国的航母，不知道美国的力量”
2599,致敬英雄！
2600,看得见有象征义
2601,刘备！
2602,HA
2603,直接跳过2333
2604,起立！！！
2605,俺也一样 
2606,俺也一样
2607,发的视频有多少三连
2608,托
2609,???
2610,弹幕呢？
2611,安庆人不知道这个菜
2612,曹狗
2613,致敬
2614,呸，不要脸
2615,腾讯直呼内行
2616,h
2617,刘备
2618,长沙！
2619,蝼蚁尚且有活着的自由何况人！！！
2620,啊啊啊啊啊啊啊啊啊啊啊啊
2621,阿巴巴
2622,唉
2623,反对！
2624,轰鸣的一百年过去，全世界的民智不但未开还往回倒
2625,呜呜呜呜
2626,无耻啊
2627,自古忠孝难两全啊
2628,哪一条都不能签
2629,起立
2630,别骂了别骂了，我改还不行吗（捂脸）
2631,遍地哀鸿满城血，无非一念救苍生。
2632,骂的好！
2633,不骂。这些人终归是少数
2634,骂得好！
2635,别骂了
2636,k哭了
2637,我就生在12月13日
2638,这是张晚意饰演的，不错的演员！！
2639,哥哥29岁弟弟26岁  就把青春永远献给了祖国
2640,看看现在简直。。。。
2641,天呐
2642,豫才真的很像本人
2643,现在都没开全好吗
2644,绝
2645,泪目
2646,致敬！
2647,说的好
2648,形散神聚
2649,荷叶田鸡
2650,www
2651,有，陈独秀的书法属于比较贵的，15年保利的拍卖手稿拍出过500多
2652,你在内涵我们
2653,fgnb
2654,他在从中笑
2655,暴力
2656,这
2657,很好的塑造了历史人物
2658,哈
2659,这些您消灭的东西他们又回来了
2660,长亭外，古道边，芳草天——不要“碧连”
2661,你是托吧w
2662,躬酱精神
2663,苦难中国当初幸有那批圣贤
2664,张麻子
2665,世仇日本
2666,去优酷看
2667,会员
2668,再多骂些
2669,1
2670,他们钱哪里来的
2671,太帅了
2672,莫名流泪
2673,是因为现在网络便捷，能发言的什么人都有
2674,骂的好
2675,这部剧证明了历史剧也可以拍的好，也可以拍的像电影一样的质感，只要用心做，什么题材都会吸引人，包括历史题材
2676,基金那个是我了
2677,走向共和主要聚焦于政治家们，觉醒年代是聚焦思想文化
2678,说确实没开的什么心态?
2679,致敬
2680,张丰载真的从第一集恶心我到最后
2681,说的话 就是大多数人
2682,唉
2683,回形针出来受死
2684,我倒是有影印版的《新青年》杂志，多出几本，可以转让给有需要的同学。
2685,历史人毫不畏惧
2686,延年！！乔年！！我已经在哭了 淦
2687,君不见 汉终君
2688,啊这
2689,都啥时代了，还有人拿文理科说事
2690,？？有点渣
2691,对
2692,这里是伏笔，后面会考
2693,别骂了
2694,安庆菜
2695,那个男人来了
2696,初中生也相当熟悉
2697,没有他们我们都没有现在发弹幕
2698,呜呜呜呜呜
2699,怎么可能没斩草除根，延年乔年逃掉了才没被杀
2700,前面的，易白沙不是杀不了袁，是杀不了徐
2701,！
2702,是炕饼的石子吧，这种干的死面饼，很难发霉的
2703,竟然这个词用得妙阿！！！！真实而讽刺！
2704,又看到有人说人家没做什么贡献了，里面任何一位都轮不到你来评价，还不够格
2705,可以嗑个屁，放尊重点！！！
2706,文化人
2707,男神
2708,林忆莲？
2709,不是说格局的不如俩孩子，能如他们的历史少有
2710,没关系，借助朋友家？
2711,？？？
2712,谶
2713,这个话题现在不是在说，什么毛病！！
2714,加1
2715,居然有人说胡适之是“一点污点”？我劝你还是多读书
2716,又崇拜又排斥的看父亲
2717,111
2718,等苏联老铁
2719,哭就完事
2720,有托！
2721,月卡
2722,现在还有辩论？
2723,卡内基都是交给下面人去压榨工人，自己做慈善文艺事业
2724,骂得好
2725,说别骂的人 要去改变根深蒂固的观念方能不被骂啊
2726,是他是他就是他
2727,？
2728,疑犯追踪！！吹爆肖根
2729,确实
2730,遍地哀鸿满城血，无非一念救苍生。
2731,学到了
2732,现在二极管太多
2733,tt
2734,现在很多大企业说的话也没人看得懂
2735,我错了
2736,cctv
2737,666
2738,苦难的旧中国人
2739,说私德有亏的，你了解时代背景吗？知道啥叫身不由己吗？
2740,时代背景不同啊，提什么影射？
2741,6
2742,每一代人都需要开民智
2743,.
2744,三天看完，我这迷得不行。
2745,男神
2746,子美的结局也是让人唏嘘
2747,上面那个，郭沫若只是喜欢写打油诗，别把喜好当职业
2748,666
2749,999
2750,他来了，从风雨中踏泥泞而来，满身风雨……
2751,岂曰无衣 与子同袍
2752,震旦是古代印度用梵文称呼中国的音译
2753,这就是思想家和键盘侠的区别
2754,不要站在上帝视角看历史
2755,托儿
2756,罪过
2757,筷子还拿着呢哈哈哈哈哈哈哈哈哈哈
2758,！
2759,？
2760,男神！
2761,马相伯1840年出生
2762,这剧原创bgm简直绝了
2763,真是考点，高考的考点
2764,？山东新高考作文？
2765,躬将精神，吐了
2766,男神
2767,fgnb
2768,我初中同学和鲁迅长的非常非常像真的很像
2769,隐形守护者那叫亚辉通讯社，是日本人的
2770,你再骂！
2771,自 动 续 费 舰 长 现 状
2772,是啊
2773,现在的中国你们看到了！
2774,1917年就出现了呐
2775,别骂了
2776,其实是一种好的选择，但是当时的局势不合适
2777,啊
2778,臭不要脸的日本人
2779,我爱中国
2780,啊这
2781,他说那话确实该骂啊
2782,这里一开始说的是不救也罢
2783,来学历史了
2784,道歉？这不是专业对口吗！
2785,这不是曹操吗
2786,黑暗你去不去看都是黑暗，但是有人能看见光明
2787,键盘侠的辩论那能叫辩论吗？那叫不讲理，那叫骂街！
2788,这剧没白刷，还真就考了
2789,yyds
2790,骂吧我该，我改
2791,呸
2792,压题党狂喜
2793,致敬
2794,台词还有进步空间啊。。。不口语化气息也不稳
2795,印度现在也是这情况
2796,哭了
2797,yy
2798,心刚很爱国的，他们那个时候根本不知道能不能赢但是他们还是义无反顾的去做了，现在国富民强的你们持着上帝视角哔哔啥呢
2799,果然还是和现在大学生一样，老deadline人了
2800,别骂了
2801,我下意识以为子美是杜子美。。。
2802,骂得好！
2803,新中国第一男神！！！
2804,yyds
2805,我就说咋感觉说话听着想刘备
2806,胡适间接害死这俩
2807,玩梗的离远点吧
2808,我知道你们想说什么(ー_ー)!!
2809,他后来真的做到了！！
2810,是那个拯救了中国于水深火热中的他
2811,不早说，买了优酷会员了
2812,批斥旧思想的忠君爱国，忠君不应当和爱国等同挂钩
2813,王安石变法是有先进超前的地方，但也不顾百姓实情，留下亡宋祸根
2814,a1高闪来一个好嘛秋梨膏
2815,孩子想的没错，陈独秀也没错，错的是时代啊
2816,人民万岁
2817,这部剧真的是又气又感动！！
2818,鹅！让子弹飞的鹅！！！
2819,好，好，好（鼓掌）
2820,这片的弹幕达到5.1亿了
2821,优秀民营企业家   代表的子女
2822,区块链   熔断
2823,一桌子辣椒
2824,喷子
2825,他们想打多久！就打多久的 猛男来啦！！！！
2826,男神啊啊啊
2827,交截图的别跑！带我一个
2828,这是禁军啊文武双全
2829,Funny Mud Go Pea吧
2830,C-BLOCK
2831,一语成谶
2832,张丰载说民智未开，不行！陈独秀说民智未开要换脑子，行！
2833,感觉学生最容易收到鼓舞
2834,男神来了
2835,fgnb
2836,致敬
2837,。。。。
2838,最牛师范生，出场
2839,他从风雨中走来，与光同行
2840,能和《走向共和》并提的一定是部历史大剧
2841,点赞投币 
2842,问苍茫大地，谁主沉浮
2843,全体起立
2844,牛哇哈哈哈哈哈哈
2845,第二偶像
2846,领袖
2847,现在也谈
2848,难啊
2849,来了
2850,既得利者
2851,气死人
2852,敬礼
2853,猛男来了
2854,哦豁
2855,全体起立
2856,都是日本
2857,全体起立
2858,不牵，那日本的舰队就打过来了，唉，弱国的悲哀啊。
2859,是的
2860,山川异域，不共戴天
2861,延年乔年啊呜呜呜呜呜呜呜
2862,呜呜呜呜易白沙哭死我了
2863,不盲目崇拜
2864,让张丰载那一波人做这个国家主就会花滑入深渊，索性天佑中华，先驱们挺身站了出来
2865,全体起立
2866,天降伟人！
2867,演得太用力了？
2868,鲁迅帅的飞起
2869,是的
2870,这个眉毛真的太可爱了！
2871,英雄的宿命啊
2872,清华大学校训
2873,我们的上帝
2874,基纽特工队
2875,男神！！！
2876,我说为什么我上学的时候，体育老师经常请假
2877,！绝世靓仔登场
2878,二十一条条约 即使付出多么惨痛的代价都不能承认啊
2879,高考作文又是早出的 命题没跑了
2880,对于我们中国来说他是最伟大的人  它的功盖过他的过
2881,进取的而非退隐  进步的而非保守的 实利的而非虚文的 自主的而非奴隶的 世界的而非锁国的 科学的而非想象
2882,复 中国     复兴中华
2883,这可不是什么道具，假的，是真的。
2884,男神
2885,看哭了这几个镜头
2886,想想现在在看视频呢你们有多少 都是在吹空调玩游戏
2887,这才是真的励志啊比我现在吹空调看视频好多了
2888,爱国是爱党吗
2889,这一幕很有深意呀
2890,原来这个人是他的儿子
2891,但是也确实值钱
2892,哪里长得像只是你不适应他们好的演技罢了 总比面瘫冷点好
2893,想看偶像剧哪里长得像
2894,形象是真的挺还原
2895,注意看这个简历
2896,fgnb是什么意思
2897,但是看历史是要结合时事来看  的确那样的冲击会给中国带来非常大的危害
2898,尘土飞扬是真的
2899,虽然不喜欢全文背诵但是我爱鲁迅
2900,曹贼
2901,别骂了
2902,十三月泪目
2903,白沙先生啊，
2904,你真秀
2905,真的秀
2906,南陈北李
2907,当面亲吻他！
2908,连续包月hhhhhhhhhhh
2909,发截图了（来自团支书的呐喊）
2910,他来了
2911,俺也一样
2912,全体起立
2913,全体起立！！！！！！！！！！！！！！！！！！
2914,配上这个BGM和画面，真有感觉
2915,可是真的秀
2916,别骂了
2917,吃瓜群众的来源
2918,那个男人来了
2919,你再骂
2920,斯诺说的fu南口音没了
2921,实时弹幕
2922,276人正在看
2923,接化发
2924,剧里我最喜欢守常先生了!
2925,体育之效啊woc！！
2926,还有两个小儿子松年鹤年
2927,多少人为了作业来
2928,"w。rqwqte,"
2929,来了
2930,醴陵人
2931,看得见
2932,男神！
2933,zfz什么时候领的盒饭啊气死了
2934,陈失败那么多次还能乐观起来？
2935,这段是真的拍的好
2936,伟人
2937,太帅了
2938,好家伙但凡我提前看到
2939,想哭啊
2940,全体起立
2941,完全停不下来
2942,全体起立
2943,中国万岁 ！人民万岁！
2944,全体起立
2945,哈哈哈哈哈哈哈哈哈哈哈这两兄弟
2946,哈哈哈哈仲甫先生
2947,他从人民中走来
2948,鸡肉味，嘎嘣脆
2949,父慈子孝名场面
2950,魏和尚
2951,身上湿透了，书却干干的，泪目
2952,好小子，果然是你和尚
2953,...... 呀呵
2954,可以
2955,和尚，刚开始 没认出来.............
2956,不要以上帝视角看历史
2957,致敬
2958,他是不是黑鹰 欢天喜地七仙女橙儿cp
2959,已经开始生气了
2960,跳过哈哈哈哈哈哈
2961,演技好棒
2962,来了，他来了
2963,俺也一样
2964,天选之子
2965,魏和尚
2966,我们安徽地灵人杰
2967,他自风雨中来，阅尽苍生疾苦；他脚踏污浊，要将清风带给人民
2968,他刚出演就杀青了
2969,我免费啦
2970,又心疼又想笑⊙﹏⊙
2971,是那位
2972,6
2973,开课了看看
2974,开课啦看看
2975,开课啦看看
2976,开课啦
2977,他来了，他来了！
2978,开课啦算个屁 开课啦算个屁
2979,开课啦算个屁  开课啦算个屁   开课啦算个屁
2980,开课啦算个屁
2981,开课啦算个屁
2982,开课啦算个屁
2983,为什么我看不到弹幕
2984,天降猛男
2985,笑坏了
2986,那些没文化的就只会哔哔赖赖，说不出什么事实辩论
2987,高情商：放到现在也不过时
2988,名和利莫问候，书并剑到心头
2989,蚂蚁就是当时的中国
2990,这个彬彬就是逊啦
2991,那时候没有人知道是对是错
2992,新高考作文Ⅰ！！！
2993,星星之火，可以燎原
2994,一个弹丸小国想什么屁吃呢
2995,jnpw
2996,好帅
2997,好先进啊
2998,俺也一样
2999,全体起立！
3000,商议个毛线！二十一也不能签！
3001,刘皇叔啊
3002,还是开课啦跑出来的
3003,开课啦跑出来的
3004,牛
3005,易烊千玺？
3006,啊啊啊啊啊啊啊你做梦！！！！！！
3007,牛逼
3008,音容宛在，永生难忘
3009,音容宛在，永生难忘
3010,想哭
3011,我来，我见，我记住，我改变。
3012,起立
3013,起立！
3014,全体起立！！！！
3015,啊啊啊啊 延年
3016,影视剧不一直用普通话吗？
3017,问苍茫大地，谁主沉浮！
3018,讲历史就是要这样
3019,春秋公羊儒才是儒道本意，后来宋明理学和满清奴化才让儒学彻底废掉，就像佛家上部座典籍都是借释尊之名伪造，不是佛陀本愿真言，魔子魔孙沐猴而冠
3020,默默默默
3021,默默默默
3022,南昌人正怒
3023,一提到白话文就想到鲁迅
3024,高考作文！！
3025,55555救星
3026,自古忠孝两难全
3027,哈哈哈哈啊哈哈哈哈
3028,神
3029,全体起立 他来了他来了
3030,狗东西
3031,全体起立！
3032,啊啊啊啊啊啊啊啊啊啊啊啊求问这里的bgm！太好听啦！！！
3033,全体起立
3034,我想哭。。
3035,确实未开啊。。只有极少部分知识分子开了，普通老百姓只想活着。。
3036,想想鲁迅的药，没开的确实很多。
3037,我觉得应该辩证评价胡适
3038,的确
3039,全体起立
3040,近代史还不真实吗，你可能是文盲
3041,确实对家庭疏于关注
3042,fgnb
3043,我感觉我的灵魂在颤抖
3044,他的眼里有光
3045,致敬
3046,我的法兰西岁月 也好好看！！
3047,全体起立
3048,一言不合就举报
3049,男神！！
3050,人民万岁
3051,东方升起的太阳
3052,捧哏的
3053,镜头语言真的太棒了
3054,、、、、、
3055,老刘备了！
3056,他来了！他来了！
3057,孟邹真的超可爱 又当爹又当妈哈哈哈哈
3058,再次起立
3059,《美国商业大亨》
3060,全体起立，天降猛男
3061,全体起立
3062,声音好好听
3063,这是霍景良吗
3064,一语成谶
3065,给我全体起立~！
3066,我永远的男神！
3067,加一
3068,握草真的是和尚
3069,铭记历史！
3070,赞
3071,心有猛虎细嗅蔷薇
3072,他来了他来了
3073,男神啊
